date,tournament,home_team,away_team,home_score,away_score,neutral
2023-10-17,CONCACAF Nations League,Panama,Guatemala,3.0,0.0,False
2023-10-17,CONCACAF Nations League,Curaçao,Trinidad and Tobago,5.0,3.0,False
2023-10-17,CONCACAF Nations League,Bermuda,Belize,1.0,1.0,False
2023-10-17,CONCACAF Nations League,Antigua and Barbuda,Bahamas,2.0,2.0,False
2023-10-17,CONCACAF Nations League,Guyana,Puerto Rico,3.0,1.0,True
2023-10-17,CONCACAF Nations League,Cayman Islands,United States Virgin Islands,2.0,1.0,False
2023-10-17,FIFA World Cup qualification,Venezuela,Chile,3.0,0.0,False
2023-10-17,FIFA World Cup qualification,Ecuador,Colombia,0.0,0.0,False
2023-10-17,FIFA World Cup qualification,Paraguay,Bolivia,1.0,0.0,False
2023-10-17,FIFA World Cup qualification,Peru,Argentina,0.0,2.0,False
2023-10-17,FIFA World Cup qualification,Uruguay,Brazil,2.0,0.0,False
2023-10-17,FIFA World Cup qualification,Bangladesh,Maldives,2.0,1.0,False
2023-10-17,FIFA World Cup qualification,Bhutan,Hong Kong,2.0,0.0,False
2023-10-17,FIFA World Cup qualification,Brunei,Indonesia,0.0,6.0,False
2023-10-17,FIFA World Cup qualification,Guam,Singapore,0.0,1.0,False
2023-10-17,FIFA World Cup qualification,Laos,Nepal,0.0,1.0,False
2023-10-17,FIFA World Cup qualification,Macau,Myanmar,0.0,0.0,False
2023-10-17,FIFA World Cup qualification,Mongolia,Afghanistan,0.0,1.0,False
2023-10-17,FIFA World Cup qualification,Pakistan,Cambodia,1.0,0.0,False
2023-10-17,FIFA World Cup qualification,Sri Lanka,Yemen,1.0,1.0,False
2023-10-17,FIFA World Cup qualification,Taiwan,Timor-Leste,3.0,0.0,False
2023-10-17,Friendly,Albania,Bulgaria,2.0,0.0,False
2023-10-17,Friendly,Angola,DR Congo,0.0,0.0,True
2023-10-17,Soccer Ashes,Australia,New Zealand,2.0,0.0,True
2023-10-17,Friendly,Bahrain,Philippines,1.0,0.0,False
2023-10-17,Friendly,Benin,Madagascar,1.0,2.0,True
2023-10-17,Friendly,Burkina Faso,Mauritania,2.0,1.0,True
2023-10-17,Friendly,Cape Verde,Comoros,1.0,2.0,False
2023-10-17,Friendly,Estonia,Thailand,1.0,1.0,False
2023-10-17,Friendly,France,Scotland,4.0,1.0,False
2023-10-17,Friendly,Guinea,Gabon,1.0,1.0,True
2023-10-17,Friendly,Ivory Coast,South Africa,1.0,1.0,False
2023-10-17,Friendly,South Korea,Vietnam,6.0,0.0,False
2023-10-17,Friendly,Libya,Niger,1.0,1.0,True
2023-10-17,Friendly,Mali,Saudi Arabia,3.0,1.0,True
2023-10-17,Friendly,Mexico,Germany,2.0,2.0,True
2023-10-17,Friendly,North Macedonia,Armenia,3.0,1.0,False
2023-10-17,Friendly,Somalia,Sierra Leone,0.0,2.0,True
2023-10-17,Friendly,Sudan,Chad,1.0,0.0,True
2023-10-17,Friendly,Syria,Kuwait,1.0,2.0,True
2023-10-17,Friendly,United Arab Emirates,Lebanon,2.0,1.0,False
2023-10-17,Friendly,United States,Ghana,4.0,0.0,False
2023-10-17,Friendly,Zambia,Uganda,3.0,0.0,True
2023-10-17,African Cup of Nations qualification,Morocco,Liberia,3.0,0.0,False
2023-10-17,UEFA Euro qualification,England,Italy,3.0,1.0,False
2023-10-17,UEFA Euro qualification,Malta,Ukraine,1.0,3.0,False
2023-10-17,UEFA Euro qualification,Serbia,Montenegro,3.0,1.0,False
2023-10-17,UEFA Euro qualification,Lithuania,Hungary,2.0,2.0,False
2023-10-17,UEFA Euro qualification,Finland,Kazakhstan,1.0,2.0,False
2023-10-17,UEFA Euro qualification,Northern Ireland,Slovenia,0.0,1.0,False
2023-10-17,UEFA Euro qualification,San Marino,Denmark,1.0,2.0,False
2023-10-23,Friendly,United Arab Emirates,Kuwait,1.0,0.0,False
2023-11-11,Friendly,Guatemala,Jamaica,0.0,0.0,True
2023-11-12,UEFA Euro qualification,Kosovo,Israel,1.0,0.0,False
2023-11-15,FIFA World Cup qualification,Ethiopia,Sierra Leone,0.0,0.0,True
2023-11-15,FIFA World Cup qualification,DR Congo,Mauritania,2.0,0.0,False
2023-11-15,FIFA World Cup qualification,Rwanda,Zimbabwe,0.0,0.0,False
2023-11-15,FIFA World Cup qualification,Equatorial Guinea,Namibia,0.0,3.0,False
2023-11-15,Friendly,Belgium,Serbia,1.0,0.0,False
2023-11-15,UEFA Euro qualification,Israel,Switzerland,1.0,1.0,True
2023-11-16,CONCACAF Nations League,Sint Maarten,Guadeloupe,0.0,2.0,True
2023-11-16,CONCACAF Nations League,Saint Kitts and Nevis,Saint Lucia,0.0,0.0,False
2023-11-16,CONCACAF Nations League,United States Virgin Islands,Aruba,1.0,4.0,False
2023-11-16,CONCACAF Nations League,British Virgin Islands,Dominica,1.0,2.0,False
2023-11-16,CONCACAF Nations League,Costa Rica,Panama,0.0,3.0,False
2023-11-16,CONCACAF Nations League,United States,Trinidad and Tobago,3.0,0.0,False
2023-11-16,FIFA World Cup qualification,Bolivia,Peru,2.0,0.0,False
2023-11-16,FIFA World Cup qualification,Venezuela,Ecuador,0.0,0.0,False
2023-11-16,FIFA World Cup qualification,Colombia,Brazil,2.0,1.0,False
2023-11-16,FIFA World Cup qualification,Argentina,Uruguay,0.0,2.0,False
2023-11-16,FIFA World Cup qualification,Chile,Paraguay,0.0,0.0,False
2023-11-16,FIFA World Cup qualification,Qatar,Afghanistan,8.0,1.0,False
2023-11-16,FIFA World Cup qualification,Kuwait,India,0.0,1.0,False
2023-11-16,FIFA World Cup qualification,Japan,Myanmar,5.0,0.0,False
2023-11-16,FIFA World Cup qualification,Syria,North Korea,1.0,0.0,True
2023-11-16,FIFA World Cup qualification,Thailand,China,1.0,2.0,False
2023-11-16,FIFA World Cup qualification,South Korea,Singapore,5.0,0.0,False
2023-11-16,FIFA World Cup qualification,Oman,Taiwan,3.0,0.0,False
2023-11-16,FIFA World Cup qualification,Malaysia,Kyrgyzstan,4.0,3.0,False
2023-11-16,FIFA World Cup qualification,Iran,Hong Kong,4.0,0.0,False
2023-11-16,FIFA World Cup qualification,Turkmenistan,Uzbekistan,1.0,3.0,False
2023-11-16,FIFA World Cup qualification,Iraq,Indonesia,5.0,1.0,False
2023-11-16,FIFA World Cup qualification,Philippines,Vietnam,0.0,2.0,False
2023-11-16,FIFA World Cup qualification,Tajikistan,Jordan,1.0,1.0,False
2023-11-16,FIFA World Cup qualification,Saudi Arabia,Pakistan,4.0,0.0,False
2023-11-16,FIFA World Cup qualification,United Arab Emirates,Nepal,4.0,0.0,False
2023-11-16,FIFA World Cup qualification,Yemen,Bahrain,0.0,2.0,True
2023-11-16,FIFA World Cup qualification,Lebanon,Palestine,0.0,0.0,True
2023-11-16,FIFA World Cup qualification,Australia,Bangladesh,7.0,0.0,False
2023-11-16,FIFA World Cup qualification,Egypt,Djibouti,6.0,0.0,False
2023-11-16,FIFA World Cup qualification,Sudan,Togo,1.0,1.0,True
2023-11-16,FIFA World Cup qualification,Nigeria,Lesotho,1.0,1.0,False
2023-11-16,FIFA World Cup qualification,Cape Verde,Angola,0.0,0.0,False
2023-11-16,FIFA World Cup qualification,Burundi,Gambia,3.0,2.0,True
2023-11-16,FIFA World Cup qualification,Gabon,Kenya,2.0,1.0,False
2023-11-16,FIFA World Cup qualification,Botswana,Mozambique,2.0,3.0,False
2023-11-16,FIFA World Cup qualification,Algeria,Somalia,3.0,1.0,False
2023-11-16,Friendly,Curaçao,El Salvador,1.0,1.0,False
2023-11-16,Friendly,Norway,Faroe Islands,2.0,0.0,False
2023-11-16,UEFA Euro qualification,Cyprus,Spain,1.0,3.0,False
2023-11-16,UEFA Euro qualification,Georgia,Scotland,2.0,2.0,False
2023-11-16,UEFA Euro qualification,Estonia,Austria,0.0,2.0,False
2023-11-16,UEFA Euro qualification,Azerbaijan,Sweden,3.0,0.0,False
2023-11-16,UEFA Euro qualification,Bulgaria,Hungary,2.0,2.0,False
2023-11-16,UEFA Euro qualification,Montenegro,Lithuania,2.0,0.0,False
2023-11-16,UEFA Euro qualification,Liechtenstein,Portugal,0.0,2.0,False
2023-11-16,UEFA Euro qualification,Luxembourg,Bosnia and Herzegovina,4.0,1.0,False
2023-11-16,UEFA Euro qualification,Slovakia,Iceland,4.0,2.0,False
2023-11-17,CONCACAF Nations League,Montserrat,Dominican Republic,2.0,1.0,False
2023-11-17,CONCACAF Nations League,Barbados,Nicaragua,0.0,4.0,False
2023-11-17,CONCACAF Nations League,Bermuda,Saint Vincent and the Grenadines,3.0,1.0,False
2023-11-17,CONCACAF Nations League,Belize,French Guiana,1.0,0.0,False
2023-11-17,CONCACAF Nations League,Honduras,Mexico,2.0,0.0,False
2023-11-17,FIFA World Cup qualification,Burkina Faso,Guinea-Bissau,1.0,1.0,True
2023-11-17,FIFA World Cup qualification,Eswatini,Libya,0.0,1.0,True
2023-11-17,FIFA World Cup qualification,Cameroon,Mauritius,3.0,0.0,False
2023-11-17,FIFA World Cup qualification,Zambia,Congo,4.0,2.0,False
2023-11-17,FIFA World Cup qualification,Ivory Coast,Seychelles,9.0,0.0,False
2023-11-17,FIFA World Cup qualification,Guinea,Uganda,2.0,1.0,True
2023-11-17,FIFA World Cup qualification,Liberia,Malawi,0.0,1.0,False
2023-11-17,FIFA World Cup qualification,Tunisia,São Tomé and Príncipe,4.0,0.0,False
2023-11-17,FIFA World Cup qualification,Comoros,Central African Republic,4.0,2.0,False
2023-11-17,FIFA World Cup qualification,Ghana,Madagascar,1.0,0.0,False
2023-11-17,FIFA World Cup qualification,Mali,Chad,3.0,1.0,False
2023-11-17,Friendly,Greece,New Zealand,2.0,0.0,False
2023-11-17,UEFA Euro qualification,England,Malta,2.0,0.0,False
2023-11-17,UEFA Euro qualification,Italy,North Macedonia,5.0,2.0,False
2023-11-17,UEFA Euro qualification,Moldova,Albania,1.0,1.0,False
2023-11-17,UEFA Euro qualification,Poland,Czech Republic,1.0,1.0,False
2023-11-17,UEFA Euro qualification,Finland,Northern Ireland,4.0,0.0,False
2023-11-17,UEFA Euro qualification,Denmark,Slovenia,2.0,1.0,False
2023-11-17,UEFA Euro qualification,Kazakhstan,San Marino,3.0,1.0,False
2023-11-17,Pacific Games,Papua New Guinea,Tuvalu,3.0,0.0,True
2023-11-17,Pacific Games,Solomon Islands,Samoa,1.0,0.0,False
2023-11-18,CONCACAF Nations League,Antigua and Barbuda,Puerto Rico,2.0,3.0,False
2023-11-18,CONCACAF Nations League,Anguilla,Bonaire,0.0,3.0,False
2023-11-18,CONCACAF Nations League,Jamaica,Canada,1.0,2.0,False
2023-11-18,FIFA World Cup qualification,Senegal,South Sudan,4.0,0.0,False
2023-11-18,FIFA World Cup qualification,South Africa,Benin,2.0,1.0,False
2023-11-18,FIFA World Cup qualification,Niger,Tanzania,0.0,1.0,True
2023-11-18,Friendly,Germany,Turkey,2.0,3.0,False
2023-11-18,UEFA Euro qualification,France,Gibraltar,14.0,0.0,False
2023-11-18,UEFA Euro qualification,Netherlands,Republic of Ireland,1.0,0.0,False
2023-11-18,UEFA Euro qualification,Armenia,Wales,1.0,1.0,False
2023-11-18,UEFA Euro qualification,Latvia,Croatia,0.0,2.0,False
2023-11-18,UEFA Euro qualification,Belarus,Andorra,1.0,0.0,True
2023-11-18,UEFA Euro qualification,Switzerland,Kosovo,1.0,1.0,False
2023-11-18,UEFA Euro qualification,Israel,Romania,1.0,2.0,True
2023-11-18,Pacific Games,New Caledonia,Tonga,7.0,0.0,True
2023-11-18,Pacific Games,Fiji,Northern Mariana Islands,10.0,0.0,True
2023-11-19,CONCACAF Nations League,Guadeloupe,Saint Kitts and Nevis,5.0,0.0,False
2023-11-19,CONCACAF Nations League,Saint Lucia,Sint Maarten,1.0,2.0,False
2023-11-19,FIFA World Cup qualification,Sierra Leone,Egypt,0.0,2.0,True
2023-11-19,FIFA World Cup qualification,Sudan,DR Congo,1.0,0.0,True
2023-11-19,FIFA World Cup qualification,Zimbabwe,Nigeria,1.0,1.0,True
2023-11-19,FIFA World Cup qualification,Burundi,Gabon,1.0,2.0,True
2023-11-19,FIFA World Cup qualification,Mozambique,Algeria,0.0,2.0,False
2023-11-19,Friendly,Cyprus,Lithuania,1.0,0.0,False
2023-11-19,UEFA Euro qualification,Scotland,Norway,3.0,3.0,False
2023-11-19,UEFA Euro qualification,Spain,Georgia,3.0,1.0,False
2023-11-19,UEFA Euro qualification,Belgium,Azerbaijan,5.0,0.0,False
2023-11-19,UEFA Euro qualification,Sweden,Estonia,2.0,0.0,False
2023-11-19,UEFA Euro qualification,Hungary,Montenegro,3.0,1.0,False
2023-11-19,UEFA Euro qualification,Serbia,Bulgaria,2.0,2.0,False
2023-11-19,UEFA Euro qualification,Portugal,Iceland,2.0,0.0,False
2023-11-19,UEFA Euro qualification,Bosnia and Herzegovina,Slovakia,1.0,2.0,False
2023-11-19,UEFA Euro qualification,Liechtenstein,Luxembourg,0.0,1.0,False
2023-11-20,CONCACAF Nations League,Montserrat,Barbados,4.0,2.0,False
2023-11-20,CONCACAF Nations League,Aruba,Cayman Islands,5.0,1.0,False
2023-11-20,CONCACAF Nations League,Dominica,Turks and Caicos Islands,2.0,0.0,True
2023-11-20,CONCACAF Nations League,Panama,Costa Rica,3.0,1.0,False
2023-11-20,CONCACAF Nations League,Trinidad and Tobago,United States,2.0,1.0,False
2023-11-20,FIFA World Cup qualification,Djibouti,Guinea-Bissau,0.0,1.0,True
2023-11-20,FIFA World Cup qualification,Gambia,Ivory Coast,0.0,2.0,True
2023-11-20,FIFA World Cup qualification,Seychelles,Kenya,0.0,5.0,True
2023-11-20,FIFA World Cup qualification,Liberia,Equatorial Guinea,3.0,0.0,False
2023-11-20,FIFA World Cup qualification,Mali,Central African Republic,1.0,1.0,False
2023-11-20,FIFA World Cup qualification,Chad,Madagascar,0.0,3.0,True
2023-11-20,Friendly,Curaçao,El Salvador,1.0,1.0,False
2023-11-20,Friendly,Russia,Cuba,8.0,0.0,False
2023-11-20,UEFA Euro qualification,North Macedonia,England,1.0,1.0,False
2023-11-20,UEFA Euro qualification,Ukraine,Italy,0.0,0.0,True
2023-11-20,UEFA Euro qualification,Albania,Faroe Islands,0.0,0.0,False
2023-11-20,UEFA Euro qualification,Czech Republic,Moldova,3.0,0.0,False
2023-11-20,UEFA Euro qualification,Northern Ireland,Denmark,2.0,0.0,False
2023-11-20,UEFA Euro qualification,San Marino,Finland,1.0,2.0,False
2023-11-20,UEFA Euro qualification,Slovenia,Kazakhstan,2.0,1.0,False
2023-11-20,Pacific Games,Tuvalu,Vanuatu,0.0,6.0,True
2023-11-20,Pacific Games,Samoa,American Samoa,10.0,0.0,True
2023-11-21,CONCACAF Nations League,Nicaragua,Dominican Republic,0.0,0.0,False
2023-11-21,CONCACAF Nations League,French Guiana,Bermuda,3.0,0.0,True
2023-11-21,CONCACAF Nations League,Saint Vincent and the Grenadines,Belize,3.0,0.0,False
2023-11-21,CONCACAF Nations League,Guyana,Antigua and Barbuda,6.0,0.0,True
2023-11-21,CONCACAF Nations League,Puerto Rico,Bahamas,6.0,1.0,False
2023-11-21,CONCACAF Nations League,Bonaire,Saint Martin,0.0,4.0,False
2023-11-21,CONCACAF Nations League,Canada,Jamaica,2.0,3.0,False
2023-11-21,CONCACAF Nations League,Mexico,Honduras,2.0,0.0,False
2023-11-21,FIFA World Cup qualification,Ecuador,Chile,1.0,0.0,False
2023-11-21,FIFA World Cup qualification,Paraguay,Colombia,0.0,1.0,False
2023-11-21,FIFA World Cup qualification,Uruguay,Bolivia,3.0,0.0,False
2023-11-21,FIFA World Cup qualification,Peru,Venezuela,1.0,1.0,False
2023-11-21,FIFA World Cup qualification,Brazil,Argentina,0.0,1.0,False
2023-11-21,FIFA World Cup qualification,India,Qatar,0.0,3.0,False
2023-11-21,FIFA World Cup qualification,Afghanistan,Kuwait,0.0,4.0,True
2023-11-21,FIFA World Cup qualification,Myanmar,North Korea,1.0,6.0,False
2023-11-21,FIFA World Cup qualification,Syria,Japan,0.0,5.0,True
2023-11-21,FIFA World Cup qualification,China,South Korea,0.0,3.0,False
2023-11-21,FIFA World Cup qualification,Singapore,Thailand,1.0,3.0,False
2023-11-21,FIFA World Cup qualification,Taiwan,Malaysia,0.0,1.0,False
2023-11-21,FIFA World Cup qualification,Kyrgyzstan,Oman,1.0,0.0,False
2023-11-21,FIFA World Cup qualification,Uzbekistan,Iran,2.0,2.0,False
2023-11-21,FIFA World Cup qualification,Hong Kong,Turkmenistan,2.0,2.0,False
2023-11-21,FIFA World Cup qualification,Philippines,Indonesia,1.0,1.0,False
2023-11-21,FIFA World Cup qualification,Vietnam,Iraq,0.0,1.0,False
2023-11-21,FIFA World Cup qualification,Pakistan,Tajikistan,1.0,6.0,False
2023-11-21,FIFA World Cup qualification,Jordan,Saudi Arabia,0.0,2.0,False
2023-11-21,FIFA World Cup qualification,Bahrain,United Arab Emirates,0.0,2.0,False
2023-11-21,FIFA World Cup qualification,Nepal,Yemen,0.0,2.0,False
2023-11-21,FIFA World Cup qualification,Palestine,Australia,0.0,1.0,True
2023-11-21,FIFA World Cup qualification,Bangladesh,Lebanon,1.0,1.0,False
2023-11-21,FIFA World Cup qualification,Ethiopia,Burkina Faso,0.0,3.0,True
2023-11-21,FIFA World Cup qualification,South Sudan,Mauritania,0.0,0.0,True
2023-11-21,FIFA World Cup qualification,Togo,Senegal,0.0,0.0,False
2023-11-21,FIFA World Cup qualification,Lesotho,Benin,0.0,0.0,True
2023-11-21,FIFA World Cup qualification,Rwanda,South Africa,2.0,0.0,False
2023-11-21,FIFA World Cup qualification,Eswatini,Cape Verde,0.0,2.0,True
2023-11-21,FIFA World Cup qualification,Libya,Cameroon,1.0,1.0,False
2023-11-21,FIFA World Cup qualification,Mauritius,Angola,0.0,0.0,False
2023-11-21,FIFA World Cup qualification,Niger,Zambia,2.0,1.0,True
2023-11-21,FIFA World Cup qualification,Tanzania,Morocco,0.0,2.0,False
2023-11-21,FIFA World Cup qualification,Somalia,Uganda,0.0,1.0,True
2023-11-21,FIFA World Cup qualification,Botswana,Guinea,1.0,0.0,False
2023-11-21,FIFA World Cup qualification,Malawi,Tunisia,0.0,1.0,False
2023-11-21,FIFA World Cup qualification,São Tomé and Príncipe,Namibia,0.0,2.0,True
2023-11-21,FIFA World Cup qualification,Comoros,Ghana,1.0,0.0,False
2023-11-21,Friendly,Austria,Germany,2.0,0.0,False
2023-11-21,Friendly,Poland,Latvia,2.0,0.0,False
2023-11-21,Friendly,Republic of Ireland,New Zealand,1.0,1.0,False
2023-11-21,UEFA Euro qualification,Gibraltar,Netherlands,0.0,6.0,True
2023-11-21,UEFA Euro qualification,Greece,France,2.0,2.0,False
2023-11-21,UEFA Euro qualification,Wales,Turkey,1.0,1.0,False
2023-11-21,UEFA Euro qualification,Croatia,Armenia,1.0,0.0,False
2023-11-21,UEFA Euro qualification,Andorra,Israel,0.0,2.0,False
2023-11-21,UEFA Euro qualification,Kosovo,Belarus,0.0,1.0,False
2023-11-21,UEFA Euro qualification,Romania,Switzerland,1.0,0.0,False
2023-11-21,Pacific Games,Tonga,Cook Islands,1.0,2.0,True
2023-11-21,Pacific Games,Fiji,Tahiti,0.0,0.0,True
2023-11-23,Pacific Games,Vanuatu,Papua New Guinea,1.0,1.0,True
2023-11-23,Pacific Games,Solomon Islands,American Samoa,11.0,0.0,False
2023-11-24,Pacific Games,Cook Islands,New Caledonia,0.0,8.0,True
2023-11-24,Pacific Games,Northern Mariana Islands,Tahiti,0.0,5.0,True
2023-11-27,Pacific Games,Northern Mariana Islands,American Samoa,4.0,0.0,True
2023-11-27,Pacific Games,Tonga,Tuvalu,0.0,4.0,True
2023-11-27,Pacific Games,Tahiti,Samoa,2.0,1.0,True
2023-11-27,Pacific Games,Cook Islands,Papua New Guinea,0.0,3.0,True
2023-11-28,Pacific Games,New Caledonia,Vanuatu,1.0,0.0,True
2023-11-28,Pacific Games,Solomon Islands,Fiji,2.0,0.0,False
2023-11-30,Pacific Games,American Samoa,Tonga,2.0,6.0,True
2023-11-30,Pacific Games,Northern Mariana Islands,Tuvalu,1.0,4.0,True
2023-11-30,Pacific Games,Samoa,Cook Islands,3.0,0.0,True
2023-11-30,Pacific Games,Tahiti,Papua New Guinea,2.0,0.0,True
2023-12-01,Pacific Games,Vanuatu,Fiji,2.0,4.0,True
2023-12-02,Pacific Games,Solomon Islands,New Caledonia,2.0,2.0,False
2023-12-16,Friendly,Mexico,Colombia,2.0,3.0,True
2024-01-01,Friendly,Japan,Thailand,5.0,0.0,False
2024-01-01,Friendly,China,Hong Kong,1.0,2.0,True
2024-01-02,Friendly,Indonesia,Libya,0.0,4.0,True
2024-01-04,Friendly,Tajikistan,Hong Kong,2.0,1.0,True
2024-01-04,Friendly,Saudi Arabia,Lebanon,1.0,0.0,True
2024-01-05,Friendly,Indonesia,Libya,1.0,2.0,True
2024-01-05,Friendly,Iran,Burkina Faso,2.0,1.0,False
2024-01-05,Friendly,Kyrgyzstan,Syria,1.0,1.0,True
2024-01-05,Friendly,Qatar,Jordan,1.0,2.0,False
2024-01-05,Friendly,Togo,Algeria,0.0,3.0,False
2024-01-06,Friendly,DR Congo,Angola,0.0,0.0,True
2024-01-06,Friendly,Iraq,South Korea,0.0,1.0,True
2024-01-06,Friendly,Bahrain,Australia,0.0,2.0,True
2024-01-06,Friendly,Mozambique,Lesotho,2.0,0.0,True
2024-01-06,Friendly,United Arab Emirates,Oman,0.0,1.0,False
2024-01-06,Friendly,Ivory Coast,Sierra Leone,5.0,1.0,False
2024-01-06,Friendly,Tunisia,Mauritania,0.0,0.0,False
2024-01-06,Friendly,Mali,Guinea-Bissau,6.0,2.0,False
2024-01-07,Friendly,Uzbekistan,Palestine,1.0,0.0,True
2024-01-07,Friendly,Egypt,Tanzania,2.0,0.0,False
2024-01-08,Friendly,Nigeria,Guinea,0.0,2.0,True
2024-01-08,Friendly,Botswana,Mozambique,1.0,1.0,True
2024-01-08,Friendly,Syria,Malaysia,2.0,2.0,True
2024-01-08,Friendly,Senegal,Niger,1.0,0.0,False
2024-01-08,Friendly,Ghana,Namibia,0.0,0.0,False
2024-01-09,Friendly,Japan,Jordan,6.0,1.0,True
2024-01-09,Friendly,Kyrgyzstan,Vietnam,2.0,1.0,True
2024-01-09,Friendly,Zambia,Cameroon,1.0,1.0,True
2024-01-09,Friendly,Equatorial Guinea,Djibouti,1.0,1.0,False
2024-01-09,Friendly,Saudi Arabia,Palestine,0.0,0.0,True
2024-01-09,Friendly,Burundi,Algeria,0.0,4.0,True
2024-01-09,Friendly,Indonesia,Iran,0.0,5.0,True
2024-01-10,Friendly,South Africa,Lesotho,0.0,0.0,False
2024-01-10,Friendly,DR Congo,Burkina Faso,1.0,2.0,True
2024-01-10,Friendly,Bahrain,Angola,0.0,3.0,True
2024-01-10,Friendly,Saudi Arabia,Hong Kong,2.0,0.0,True
2024-01-10,Friendly,Tunisia,Cape Verde,2.0,0.0,False
2024-01-11,Friendly,Morocco,Sierra Leone,3.0,1.0,True
2024-01-12,AFC Asian Cup,Qatar,Lebanon,3.0,0.0,False
2024-01-12,Friendly,Kuwait,Libya,1.0,3.0,True
2024-01-12,Friendly,Sweden,Estonia,2.0,1.0,True
2024-01-13,AFC Asian Cup,China,Tajikistan,0.0,0.0,True
2024-01-13,AFC Asian Cup,Australia,India,2.0,0.0,True
2024-01-13,AFC Asian Cup,Uzbekistan,Syria,0.0,0.0,True
2024-01-13,African Cup of Nations,Ivory Coast,Guinea-Bissau,2.0,0.0,False
2024-01-13,Friendly,Guatemala,Iceland,0.0,1.0,True
2024-01-14,AFC Asian Cup,United Arab Emirates,Hong Kong,3.0,1.0,True
2024-01-14,AFC Asian Cup,Iran,Palestine,4.0,1.0,True
2024-01-14,AFC Asian Cup,Japan,Vietnam,4.0,2.0,True
2024-01-14,African Cup of Nations,Nigeria,Equatorial Guinea,1.0,1.0,True
2024-01-14,African Cup of Nations,Egypt,Mozambique,2.0,2.0,True
2024-01-14,African Cup of Nations,Ghana,Cape Verde,1.0,2.0,True
2024-01-15,AFC Asian Cup,Indonesia,Iraq,1.0,3.0,True
2024-01-15,AFC Asian Cup,South Korea,Bahrain,3.0,1.0,True
2024-01-15,AFC Asian Cup,Malaysia,Jordan,0.0,4.0,True
2024-01-15,African Cup of Nations,Senegal,Gambia,3.0,0.0,True
2024-01-15,African Cup of Nations,Cameroon,Guinea,1.0,1.0,True
2024-01-15,African Cup of Nations,Algeria,Angola,1.0,1.0,True
2024-01-16,AFC Asian Cup,Thailand,Kyrgyzstan,2.0,0.0,True
2024-01-16,AFC Asian Cup,Saudi Arabia,Oman,2.0,1.0,True
2024-01-16,African Cup of Nations,Burkina Faso,Mauritania,1.0,0.0,True
2024-01-16,African Cup of Nations,Tunisia,Namibia,0.0,1.0,True
2024-01-16,African Cup of Nations,Mali,South Africa,2.0,0.0,True
2024-01-17,AFC Asian Cup,Lebanon,China,0.0,0.0,True
2024-01-17,AFC Asian Cup,Qatar,Tajikistan,1.0,0.0,False
2024-01-17,African Cup of Nations,Morocco,Tanzania,3.0,0.0,True
2024-01-17,African Cup of Nations,DR Congo,Zambia,1.0,1.0,True
2024-01-17,Friendly,Honduras,Iceland,0.0,2.0,True
2024-01-18,AFC Asian Cup,Syria,Australia,0.0,1.0,True
2024-01-18,AFC Asian Cup,India,Uzbekistan,0.0,3.0,True
2024-01-18,AFC Asian Cup,Palestine,United Arab Emirates,1.0,1.0,True
2024-01-18,African Cup of Nations,Equatorial Guinea,Guinea-Bissau,4.0,2.0,True
2024-01-18,African Cup of Nations,Ivory Coast,Nigeria,0.0,1.0,False
2024-01-18,African Cup of Nations,Egypt,Ghana,2.0,2.0,True
2024-01-19,AFC Asian Cup,Hong Kong,Iran,0.0,1.0,True
2024-01-19,AFC Asian Cup,Iraq,Japan,2.0,1.0,True
2024-01-19,AFC Asian Cup,Vietnam,Indonesia,0.0,1.0,True
2024-01-19,African Cup of Nations,Cape Verde,Mozambique,3.0,0.0,True
2024-01-19,African Cup of Nations,Senegal,Cameroon,3.0,1.0,True
2024-01-19,African Cup of Nations,Guinea,Gambia,1.0,0.0,True
2024-01-19,Friendly,Kuwait,Uganda,0.0,2.0,True
2024-01-20,AFC Asian Cup,Jordan,South Korea,2.0,2.0,True
2024-01-20,AFC Asian Cup,Bahrain,Malaysia,1.0,0.0,True
2024-01-20,African Cup of Nations,Algeria,Burkina Faso,2.0,2.0,True
2024-01-20,African Cup of Nations,Mauritania,Angola,2.0,3.0,True
2024-01-20,African Cup of Nations,Tunisia,Mali,1.0,1.0,True
2024-01-20,Friendly,United States,Slovenia,0.0,1.0,False
2024-01-21,AFC Asian Cup,Oman,Thailand,0.0,0.0,True
2024-01-21,AFC Asian Cup,Kyrgyzstan,Saudi Arabia,0.0,2.0,True
2024-01-21,African Cup of Nations,South Africa,Namibia,4.0,0.0,True
2024-01-21,African Cup of Nations,Morocco,DR Congo,1.0,1.0,True
2024-01-21,African Cup of Nations,Zambia,Tanzania,1.0,1.0,True
2024-01-22,AFC Asian Cup,Qatar,China,1.0,0.0,False
2024-01-22,AFC Asian Cup,Tajikistan,Lebanon,2.0,1.0,True
2024-01-22,African Cup of Nations,Guinea-Bissau,Nigeria,0.0,1.0,True
2024-01-22,African Cup of Nations,Ivory Coast,Equatorial Guinea,0.0,4.0,False
2024-01-22,African Cup of Nations,Cape Verde,Egypt,2.0,2.0,True
2024-01-22,African Cup of Nations,Mozambique,Ghana,2.0,2.0,True
2024-01-23,AFC Asian Cup,Australia,Uzbekistan,1.0,1.0,True
2024-01-23,AFC Asian Cup,Syria,India,1.0,0.0,True
2024-01-23,AFC Asian Cup,Hong Kong,Palestine,0.0,3.0,True
